,x_min,y_min,z_min,x_max,y_max,z_max,x_std,y_std,z_std,x_mean,y_mean,z_mean,x_slope,y_slope,z_slope,x_zc,y_zc,z_zc,x_mmd,y_mmd,z_mmd,label,label_subcategory
3,0,9,0,0,10,0,0,0,0,0,9,0,0,0,0,0,0,3,19,630,647,0,STD
4,0,9,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,565,572,385,0,STD
5,0,9,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,26,39,12,26,0,STD
6,0,9,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,22,870,45,24,0,STD
7,0,9,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,32,236,23,328,0,STD
8,0,9,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,54,70,259,794,0,STD
9,0,9,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,32,215,121,577,0,STD
10,0,9,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,35,30,413,412,0,STD
11,0,9,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,15,126,11,132,0,STD
12,0,9,0,1,10,0,0,0,0,0,9,0,0,0,0,0,0,42,8,52,42,0,STD
13,0,9,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,18,231,227,518,0,STD
14,0,9,0,0,9,0,0,0,0,0,9,0,0,0,0,2,0,49,16,15,17,0,STD
15,-1,9,0,1,10,0,0,0,0,0,9,0,0,0,0,4,0,68,12,35,80,0,STD
16,-1,9,0,1,10,1,0,0,0,0,9,0,0,0,0,8,0,41,124,8,26,0,STD
17,0,9,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,10,262,284,689,0,STD
18,0,9,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,9,753,414,0,STD
19,0,9,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,865,191,669,0,STD
20,0,9,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,12,792,383,554,0,STD
21,0,9,0,1,10,0,0,0,0,0,9,0,0,0,0,4,0,22,11,22,354,0,STD
22,0,9,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,2,24,274,208,0,STD
23,0,9,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,4,98,601,331,0,STD
24,0,9,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,24,850,27,952,0,STD
25,0,9,0,0,10,0,0,0,0,0,9,0,0,0,0,4,0,9,28,367,1165,0,STD
26,0,9,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,3,724,188,821,0,STD
27,0,9,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,36,113,410,0,STD
28,0,9,0,0,10,0,0,0,0,0,9,0,0,0,0,2,0,32,14,17,267,0,STD
29,0,9,0,2,10,0,0,0,0,1,9,0,0,0,0,0,0,0,499,473,328,0,STD
30,1,9,0,1,9,0,0,0,0,1,9,0,0,0,0,0,0,0,23,663,292,0,STD
31,1,9,0,1,9,0,0,0,0,1,9,0,0,0,0,0,0,0,42,207,44,0,STD
32,1,9,0,1,9,0,0,0,0,1,9,0,0,0,0,0,0,0,49,16,366,0,STD
33,1,9,0,1,9,0,0,0,0,1,9,0,0,0,0,0,0,0,741,877,725,0,STD
34,1,9,0,1,9,0,0,0,0,1,9,0,0,0,0,0,0,0,65,433,654,0,STD
35,1,9,0,1,9,0,0,0,0,1,9,0,0,0,0,0,0,0,375,20,787,0,STD
36,1,9,0,1,9,0,0,0,0,1,9,0,0,0,0,0,0,0,79,134,12,0,STD
37,1,9,0,1,9,0,0,0,0,1,9,0,0,0,0,0,0,0,884,264,199,0,STD
38,1,9,0,1,9,0,0,0,0,1,9,0,0,0,0,0,0,0,622,673,725,0,STD
39,1,9,0,1,9,0,0,0,0,1,9,0,0,0,0,0,0,0,46,39,1079,0,STD
40,1,9,0,1,9,0,0,0,0,1,9,0,0,0,0,0,0,19,61,52,357,0,STD
41,1,9,0,1,9,0,0,0,0,1,9,0,0,0,0,0,0,3,437,67,1085,0,STD
42,1,9,0,1,9,0,0,0,0,1,9,0,0,0,0,0,0,0,423,90,453,0,STD
43,0,9,0,1,9,0,0,0,0,1,9,0,0,0,0,0,0,1,26,26,407,0,STD
44,0,9,0,1,10,0,0,0,0,1,9,0,0,0,0,0,0,11,21,5,571,0,STD
45,0,9,0,2,9,0,0,0,0,1,9,0,0,0,0,0,0,3,18,81,211,0,STD
46,0,9,0,2,9,3,0,0,0,1,9,2,0,0,0,0,0,0,28,130,497,0,STD
47,0,9,2,1,9,3,0,0,0,1,9,2,0,0,0,0,0,0,297,434,381,0,STD
48,0,8,2,1,9,3,0,0,0,1,9,3,0,0,0,0,0,0,866,854,911,0,STD
49,1,9,2,1,9,3,0,0,0,1,9,3,0,0,0,0,0,0,380,144,140,0,STD
0,0,9,0,0,9,0,0,0,0,0,9,0,0,0,0,32,0,4,82,4,95,0,STD
1,0,9,0,0,9,0,0,0,0,0,9,0,0,0,0,34,0,0,40,528,374,0,STD
2,0,9,0,0,9,0,0,0,0,0,9,0,0,0,0,33,0,0,317,120,694,0,STD
3,0,9,-1,1,10,1,0,0,0,0,9,0,0,0,0,47,0,2,20,7,5,0,STD
4,0,9,0,0,9,0,0,0,0,0,9,0,0,0,0,11,0,0,600,556,485,0,STD
5,0,9,0,0,10,0,0,0,0,0,9,0,0,0,0,39,0,0,550,419,906,0,STD
6,0,9,0,0,9,0,0,0,0,0,9,0,0,0,0,34,0,0,979,1057,973,0,STD
7,0,9,0,0,9,0,0,0,0,0,9,0,0,0,0,56,0,0,74,159,277,0,STD
8,0,9,0,0,9,0,0,0,0,0,9,0,0,0,0,42,0,0,370,829,304,0,STD
9,0,9,0,0,9,0,0,0,0,0,9,0,0,0,0,82,0,0,203,229,1140,0,STD
10,0,9,0,0,9,0,0,0,0,0,9,0,0,0,0,60,0,0,373,139,571,0,STD
11,0,9,0,0,9,0,0,0,0,0,9,0,0,0,0,37,0,0,27,74,344,0,STD
12,0,9,0,0,9,0,0,0,0,0,9,0,0,0,0,50,0,0,92,32,554,0,STD
13,0,9,0,0,9,0,0,0,0,0,9,0,0,0,0,45,0,0,111,351,401,0,STD
14,0,9,0,0,10,0,0,0,0,0,9,0,0,0,0,26,0,18,366,64,466,0,STD
15,-1,9,0,0,10,1,0,0,0,0,9,0,0,0,0,14,0,0,361,373,282,0,STD
16,0,9,0,0,10,1,0,0,0,0,9,0,0,0,0,12,0,0,150,744,204,0,STD
17,0,9,0,0,9,0,0,0,0,0,9,0,0,0,0,4,0,0,1046,27,649,0,STD
18,0,9,0,0,9,1,0,0,0,0,9,0,0,0,0,16,0,0,143,859,407,0,STD
19,0,9,0,0,10,0,0,0,0,0,9,0,0,0,0,9,0,0,411,41,484,0,STD
20,0,9,0,0,9,1,0,0,0,0,9,0,0,0,0,5,0,0,1059,242,946,0,STD
21,0,9,0,0,10,1,0,0,0,0,9,0,0,0,0,4,0,0,147,284,380,0,STD
22,0,9,0,0,9,1,0,0,0,0,9,0,0,0,0,2,0,0,142,9,477,0,STD
23,0,9,0,0,9,0,0,0,0,0,9,0,0,0,0,24,0,0,630,985,922,0,STD
24,0,9,0,0,9,0,0,0,0,0,9,0,0,0,0,6,0,0,394,511,372,0,STD
25,0,9,0,0,10,1,0,0,0,0,9,0,0,0,0,0,0,0,780,31,675,0,STD
26,0,9,0,0,9,1,0,0,0,0,9,0,0,0,0,4,0,0,155,369,267,0,STD
27,0,9,0,0,9,0,0,0,0,0,9,0,0,0,0,10,0,0,241,419,419,0,STD
28,0,9,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,499,768,245,0,STD
29,0,9,0,0,9,0,0,0,0,0,9,0,0,0,0,8,0,0,222,434,842,0,STD
30,0,9,0,0,9,0,0,0,0,0,9,0,0,0,0,18,0,0,540,729,602,0,STD
31,0,9,0,0,9,0,0,0,0,0,9,0,0,0,0,10,0,0,365,172,668,0,STD
32,0,9,0,0,9,0,0,0,0,0,9,0,0,0,0,16,0,0,359,331,557,0,STD
33,0,9,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,397,23,139,0,STD
34,0,9,0,0,9,0,0,0,0,0,9,0,0,0,0,14,0,0,37,452,234,0,STD
35,0,9,0,0,9,0,0,0,0,0,9,0,0,0,0,18,0,0,132,258,740,0,STD
36,0,9,0,0,9,0,0,0,0,0,9,0,0,0,0,42,0,0,39,382,170,0,STD
37,0,9,0,0,9,0,0,0,0,0,9,0,0,0,0,12,0,0,489,591,249,0,STD
38,0,9,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,596,154,305,0,STD
39,0,9,0,0,9,0,0,0,0,0,9,0,0,0,0,4,0,0,34,547,1015,0,STD
40,0,9,0,0,9,0,0,0,0,0,9,0,0,0,0,12,0,0,40,217,714,0,STD
41,0,9,0,0,9,0,0,0,0,0,9,0,0,0,0,16,0,0,480,8,676,0,STD
42,0,9,0,0,9,0,0,0,0,0,9,0,0,0,0,2,0,0,760,980,342,0,STD
43,0,9,0,0,9,1,0,0,0,0,9,0,0,0,0,22,0,0,53,12,852,0,STD
44,0,9,0,0,9,1,0,0,0,0,9,0,0,0,0,2,0,0,475,187,292,0,STD
45,0,9,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,411,357,730,0,STD
46,0,9,0,0,9,0,0,0,0,0,9,0,0,0,0,4,0,0,155,400,60,0,STD
47,0,9,0,0,9,0,0,0,0,0,9,0,0,0,0,4,0,0,616,951,423,0,STD
48,0,9,0,0,10,0,0,0,0,0,9,0,0,0,0,2,0,0,307,9,444,0,STD
49,0,9,0,0,9,0,0,0,0,0,9,0,0,0,0,2,0,0,61,758,193,0,STD
0,1,9,-1,2,10,0,0,0,0,1,9,0,0,0,0,0,0,0,130,70,935,0,STD
1,1,9,0,1,9,0,0,0,0,1,9,0,0,0,0,0,0,0,852,151,451,0,STD
2,1,9,0,1,9,0,0,0,0,1,9,0,0,0,0,0,0,0,27,24,212,0,STD
3,1,9,0,1,9,0,0,0,0,1,9,0,0,0,0,0,0,0,336,23,159,0,STD
4,1,9,0,1,9,0,0,0,0,1,9,0,0,0,0,0,0,0,25,28,79,0,STD
5,1,9,0,1,9,0,0,0,0,1,9,0,0,0,0,0,0,0,45,58,566,0,STD
6,1,9,0,1,9,0,0,0,0,1,9,0,0,0,0,0,0,0,17,269,280,0,STD
7,0,9,0,1,9,0,0,0,0,1,9,0,0,0,0,0,0,0,24,722,328,0,STD
8,1,9,0,1,9,0,0,0,0,1,9,0,0,0,0,0,0,0,30,96,567,0,STD
9,1,9,0,1,9,0,0,0,0,1,9,0,0,0,0,0,0,0,162,9,399,0,STD
10,0,9,0,1,9,0,0,0,0,1,9,0,0,0,0,0,0,0,29,15,29,0,STD
11,1,9,0,1,9,0,0,0,0,1,9,0,0,0,0,0,0,0,21,551,600,0,STD
12,1,9,0,1,9,0,0,0,0,1,9,0,0,0,0,0,0,0,292,807,899,0,STD
13,1,9,0,1,9,0,0,0,0,1,9,0,0,0,0,0,0,0,800,647,39,0,STD
14,1,9,0,1,9,0,0,0,0,1,9,0,0,0,0,0,0,0,789,700,484,0,STD
15,1,9,0,1,9,0,0,0,0,1,9,0,0,0,0,0,0,0,296,697,540,0,STD
16,0,9,0,2,10,0,0,0,0,1,9,0,0,0,0,0,0,0,36,26,51,0,STD
17,1,9,0,1,9,0,0,0,0,1,9,0,0,0,0,0,0,0,28,520,148,0,STD
18,0,9,0,1,9,0,0,0,0,1,9,0,0,0,0,0,0,0,24,65,160,0,STD
19,0,9,-1,1,9,0,0,0,0,1,9,0,0,0,0,0,0,0,930,167,685,0,STD
20,0,9,0,1,9,0,0,0,0,1,9,0,0,0,0,0,0,0,95,313,613,0,STD
21,1,9,0,1,9,0,0,0,0,1,9,0,0,0,0,0,0,0,218,194,103,0,STD
22,1,9,0,1,9,0,0,0,0,1,9,0,0,0,0,0,0,0,587,542,1056,0,STD
23,1,9,0,1,9,0,0,0,0,1,9,0,0,0,0,0,0,0,448,430,12,0,STD
24,1,9,0,1,9,0,0,0,0,1,9,0,0,0,0,0,0,0,280,218,732,0,STD
25,1,9,0,1,9,0,0,0,0,1,9,0,0,0,0,0,0,0,301,676,1083,0,STD
26,1,9,0,1,9,0,0,0,0,1,9,0,0,0,0,0,0,0,65,596,209,0,STD
27,1,9,0,1,9,0,0,0,0,1,9,0,0,0,0,0,0,0,31,611,669,0,STD
28,1,9,0,1,9,0,0,0,0,1,9,0,0,0,0,0,0,0,28,10,72,0,STD
29,1,9,0,1,9,0,0,0,0,1,9,0,0,0,0,0,0,0,622,185,1071,0,STD
30,1,9,0,1,9,0,0,0,0,1,9,0,0,0,0,0,0,0,487,477,470,0,STD
31,1,9,0,1,9,0,0,0,0,1,9,0,0,0,0,0,0,0,719,925,257,0,STD
32,1,9,0,1,9,0,0,0,0,1,9,0,0,0,0,0,0,0,92,311,242,0,STD
33,1,9,0,1,9,0,0,0,0,1,9,0,0,0,0,0,0,0,332,41,38,0,STD
34,1,9,0,1,9,0,0,0,0,1,9,0,0,0,0,0,0,0,22,963,58,0,STD
35,1,9,0,1,9,0,0,0,0,1,9,0,0,0,0,0,0,0,85,148,442,0,STD
36,1,9,0,1,9,0,0,0,0,1,9,0,0,0,0,0,0,0,38,238,788,0,STD
37,1,9,0,1,9,0,0,0,0,1,9,0,0,0,0,0,0,0,266,9,335,0,STD
38,1,9,0,1,9,0,0,0,0,1,9,0,0,0,0,0,0,0,671,1159,61,0,STD
39,1,9,0,1,9,0,0,0,0,1,9,0,0,0,0,0,0,0,17,258,340,0,STD
40,0,9,0,1,9,0,0,0,0,1,9,0,0,0,0,0,0,0,27,255,880,0,STD
41,0,9,0,1,9,0,0,0,0,1,9,0,0,0,0,0,0,0,160,18,228,0,STD
42,1,9,0,1,9,0,0,0,0,1,9,0,0,0,0,0,0,0,609,7,154,0,STD
43,0,9,0,1,9,0,0,0,0,1,9,0,0,0,0,0,0,0,43,707,611,0,STD
44,1,9,0,1,9,0,0,0,0,1,9,0,0,0,0,0,0,0,26,31,720,0,STD
45,0,9,0,1,9,0,0,0,0,1,9,0,0,0,0,0,0,0,31,40,66,0,STD
46,1,9,0,1,9,0,0,0,0,1,9,0,0,0,0,0,0,0,90,214,376,0,STD
47,1,9,0,1,9,0,0,0,0,1,9,0,0,0,0,0,0,0,203,498,495,0,STD
48,0,9,0,1,9,0,0,0,0,1,9,0,0,0,0,0,0,0,1025,77,172,0,STD
49,1,9,0,1,9,0,0,0,0,1,9,0,0,0,0,0,0,0,121,14,75,0,STD
0,-1,9,-2,0,9,0,0,0,0,0,9,-1,0,0,0,0,0,0,870,21,94,0,STD
1,-1,9,-2,0,9,-1,0,0,0,0,9,-1,0,0,0,0,0,0,76,722,222,0,STD
2,-1,9,-1,0,9,-1,0,0,0,0,9,-1,0,0,0,0,0,0,545,718,524,0,STD
3,-1,9,-2,0,9,-1,0,0,0,0,9,-1,0,0,0,0,0,0,329,254,294,0,STD
4,-1,9,-1,0,9,-1,0,0,0,-1,9,-1,0,0,0,0,0,0,270,324,351,0,STD
5,-1,9,-2,0,9,-1,0,0,0,-1,9,-1,0,0,0,0,0,0,307,164,417,0,STD
6,-1,9,-1,0,9,-1,0,0,0,-1,9,-1,0,0,0,0,0,0,400,348,779,0,STD
7,-1,9,-1,0,9,-1,0,0,0,-1,9,-1,0,0,0,0,0,0,29,657,150,0,STD
8,-1,9,-2,0,9,-1,0,0,0,0,9,-2,0,0,0,2,0,0,139,229,155,0,STD
9,-1,9,-2,0,9,-1,0,0,0,0,9,-2,0,0,0,0,0,0,960,457,222,0,STD
10,-1,9,-2,0,9,-1,0,0,0,0,9,-2,0,0,0,0,0,0,240,113,567,0,STD
11,-1,9,-2,0,9,-2,0,0,0,0,9,-2,0,0,0,0,0,0,562,465,320,0,STD
12,-1,9,-2,0,9,-2,0,0,0,0,9,-2,0,0,0,0,0,0,578,360,347,0,STD
13,-1,9,-2,0,9,-2,0,0,0,0,9,-2,0,0,0,0,0,0,696,204,171,0,STD
14,0,9,-2,0,9,-2,0,0,0,0,9,-2,0,0,0,0,0,0,120,19,465,0,STD
15,-1,9,-2,0,9,-2,0,0,0,0,9,-2,0,0,0,0,0,0,712,92,771,0,STD
16,-1,9,-2,0,9,-2,0,0,0,0,9,-2,0,0,0,0,0,0,25,385,15,0,STD
17,0,9,-2,0,9,-2,0,0,0,0,9,-2,0,0,0,0,0,0,483,67,634,0,STD
18,-1,9,-2,0,9,-2,0,0,0,0,9,-2,0,0,0,0,0,0,575,350,256,0,STD
19,0,9,-2,0,9,-2,0,0,0,0,9,-2,0,0,0,0,0,0,879,416,1107,0,STD
20,0,9,-2,0,9,-2,0,0,0,0,9,-2,0,0,0,0,0,0,380,960,816,0,STD
21,-1,9,-2,0,9,-2,0,0,0,0,9,-2,0,0,0,0,0,0,211,448,225,0,STD
22,0,9,-2,0,9,-2,0,0,0,0,9,-2,0,0,0,0,0,0,570,504,226,0,STD
23,0,9,-2,0,9,-2,0,0,0,0,9,-2,0,0,0,0,0,0,708,580,448,0,STD
24,0,9,-2,0,9,-2,0,0,0,0,9,-2,0,0,0,0,0,0,193,742,318,0,STD
25,0,9,-2,0,9,-2,0,0,0,0,9,-2,0,0,0,0,0,0,612,1016,981,0,STD
26,0,9,-2,0,9,-2,0,0,0,0,9,-2,0,0,0,0,0,0,360,559,626,0,STD
27,-1,9,-2,0,9,-2,0,0,0,0,9,-2,0,0,0,0,0,0,366,582,1043,0,STD
28,0,9,-2,0,9,-2,0,0,0,0,9,-2,0,0,0,0,0,0,429,427,494,0,STD
29,0,9,-2,0,9,-2,0,0,0,0,9,-2,0,0,0,0,0,0,429,776,407,0,STD
30,-1,9,-2,0,9,-1,0,0,0,-1,9,-2,0,0,0,0,0,0,153,142,365,0,STD
31,-1,9,-2,0,9,-2,0,0,0,0,9,-2,0,0,0,0,0,0,419,333,70,0,STD
32,-1,9,-2,0,9,-2,0,0,0,0,9,-2,0,0,0,0,0,0,401,308,720,0,STD
33,0,9,-2,0,9,-2,0,0,0,0,9,-2,0,0,0,0,0,0,106,628,490,0,STD
34,0,9,-2,0,9,-2,0,0,0,0,9,-2,0,0,0,0,0,0,396,704,334,0,STD
35,0,9,-2,0,9,-2,0,0,0,0,9,-2,0,0,0,0,0,0,534,109,362,0,STD
36,-1,9,-2,0,9,-2,0,0,0,0,9,-2,0,0,0,0,0,0,372,211,239,0,STD
37,0,9,-2,0,9,-2,0,0,0,0,9,-2,0,0,0,0,0,0,43,64,660,0,STD
38,-1,9,-2,0,9,-2,0,0,0,0,9,-2,0,0,0,0,0,0,302,464,140,0,STD
39,0,9,-2,0,9,-2,0,0,0,0,9,-2,0,0,0,0,0,0,163,485,426,0,STD
40,-1,9,-2,0,9,-2,0,0,0,0,9,-2,0,0,0,0,0,0,333,158,453,0,STD
41,-1,9,-2,0,9,-2,0,0,0,0,9,-2,0,0,0,0,0,0,829,162,766,0,STD
42,-1,9,-2,0,9,-1,0,0,0,0,9,-2,0,0,0,0,0,0,329,681,628,0,STD
43,-1,9,-2,0,9,-2,0,0,0,0,9,-2,0,0,0,0,0,0,1065,865,200,0,STD
44,0,9,-2,0,9,-2,0,0,0,0,9,-2,0,0,0,0,0,0,459,558,405,0,STD
45,-1,9,-2,0,9,-1,0,0,0,0,9,-2,0,0,0,0,0,0,391,576,464,0,STD
46,-1,9,-2,0,9,-2,0,0,0,0,9,-2,0,0,0,0,0,0,634,142,294,0,STD
47,-1,9,-2,0,9,-1,0,0,0,0,9,-2,0,0,0,0,0,0,347,289,489,0,STD
48,-1,9,-2,0,9,-2,0,0,0,0,9,-2,0,0,0,0,0,0,956,656,504,0,STD
49,-1,9,-2,0,9,-2,0,0,0,0,9,-2,0,0,0,0,0,0,366,425,247,0,STD
0,0,8,0,2,10,1,0,0,0,1,9,0,0,0,0,0,0,4,95,385,703,0,STD
1,0,9,0,1,10,1,0,0,0,1,9,0,0,0,0,0,0,24,647,25,581,0,STD
2,0,9,-1,1,9,0,0,0,0,1,9,0,0,0,0,0,0,4,624,180,890,0,STD
3,0,9,0,1,9,1,0,0,0,1,9,0,0,0,0,0,0,0,237,196,708,0,STD
4,0,9,0,1,9,0,0,0,0,1,9,0,0,0,0,0,0,0,45,36,681,0,STD
5,0,9,-1,1,10,0,0,0,0,1,9,0,0,0,0,0,0,1,374,20,1163,0,STD
6,0,9,-1,1,10,0,0,0,0,0,9,0,0,0,0,0,0,0,24,86,499,0,STD
7,0,9,-1,1,9,0,0,0,0,0,9,0,0,0,0,0,0,0,38,47,522,0,STD
8,0,9,-1,1,9,0,0,0,0,0,9,0,0,0,0,0,0,0,564,28,165,0,STD
9,0,9,-1,1,9,0,0,0,0,0,9,0,0,0,0,0,0,0,97,14,502,0,STD
10,0,9,-1,1,9,0,0,0,0,0,9,0,0,0,0,0,0,0,446,854,944,0,STD
11,0,9,-1,1,10,0,0,0,0,0,9,0,0,0,0,0,0,0,77,71,182,0,STD
12,0,9,-1,1,9,0,0,0,0,0,9,0,0,0,0,0,0,0,520,169,416,0,STD
13,0,9,-1,1,9,0,0,0,0,0,9,-1,0,0,0,0,0,0,349,455,543,0,STD
14,0,9,-1,1,9,0,0,0,0,0,9,0,0,0,0,0,0,0,352,362,512,0,STD
15,0,9,-1,1,9,0,0,0,0,0,9,0,0,0,0,0,0,0,461,371,862,0,STD
16,0,9,0,1,9,0,0,0,0,0,9,0,0,0,0,0,0,0,424,361,841,0,STD
17,0,9,-1,1,10,0,0,0,0,0,9,0,0,0,0,0,0,0,529,61,424,0,STD
18,0,9,-1,1,9,0,0,0,0,0,9,0,0,0,0,0,0,0,169,36,447,0,STD
19,0,9,-1,1,9,0,0,0,0,1,9,0,0,0,0,0,0,0,459,18,640,0,STD
20,0,9,-1,1,10,0,0,0,0,0,9,0,0,0,0,0,0,0,513,27,43,0,STD
21,0,9,-1,1,9,0,0,0,0,0,9,0,0,0,0,0,0,0,214,722,362,0,STD
22,0,9,-1,1,9,0,0,0,0,0,9,0,0,0,0,0,0,0,30,67,662,0,STD
23,0,9,-1,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,64,15,745,0,STD
24,0,9,-1,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,509,425,419,0,STD
25,0,9,-1,1,10,0,0,0,0,0,9,0,0,0,0,0,0,0,1088,32,181,0,STD
26,0,9,-1,1,10,0,0,0,0,0,9,0,0,0,0,0,0,0,59,21,597,0,STD
27,0,9,-1,1,9,0,0,0,0,0,9,0,0,0,0,0,0,0,89,19,673,0,STD
28,0,9,-1,1,10,0,0,0,0,0,9,0,0,0,0,0,0,0,92,838,878,0,STD
29,0,9,-1,1,10,0,0,0,0,0,9,-1,0,0,0,0,0,0,376,25,463,0,STD
30,0,9,-1,1,10,0,0,0,0,0,9,0,0,0,0,0,0,0,337,301,226,0,STD
31,0,9,-1,1,10,0,0,0,0,0,9,0,0,0,0,0,0,0,130,20,337,0,STD
32,0,9,-1,1,9,0,0,0,0,0,9,0,0,0,0,0,0,0,473,47,254,0,STD
33,0,9,-1,1,9,0,0,0,0,0,9,0,0,0,0,0,0,0,56,317,915,0,STD
34,0,9,-1,1,10,0,0,0,0,0,9,0,0,0,0,0,0,0,583,114,121,0,STD
35,0,9,-1,1,9,0,0,0,0,0,9,0,0,0,0,0,0,0,440,67,195,0,STD
36,0,9,-1,1,9,0,0,0,0,0,9,0,0,0,0,0,0,0,365,57,303,0,STD
37,0,9,-1,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,462,480,274,0,STD
38,0,9,-1,1,10,0,0,0,0,0,9,0,0,0,0,0,0,0,207,628,359,0,STD
39,0,9,-1,1,9,0,0,0,0,0,9,-1,0,0,0,0,0,0,776,16,424,0,STD
40,0,9,-1,1,10,0,0,0,0,0,9,-1,0,0,0,0,0,0,473,13,357,0,STD
41,0,9,-1,1,9,0,0,0,0,0,9,0,0,0,0,0,0,0,566,126,753,0,STD
42,0,9,-1,1,10,0,0,0,0,0,9,0,0,0,0,0,0,0,605,22,49,0,STD
43,0,9,-1,1,9,0,0,0,0,0,9,-1,0,0,0,0,0,0,78,182,957,0,STD
44,0,9,-1,0,9,0,0,0,0,0,9,-1,0,0,0,0,0,0,476,22,67,0,STD
45,0,9,-1,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,109,778,317,0,STD
46,0,9,-1,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,724,244,545,0,STD
47,0,9,-1,0,9,0,0,0,0,0,9,-1,0,0,0,0,0,0,29,578,433,0,STD
48,0,9,-1,1,9,0,0,0,0,0,9,-1,0,0,0,0,0,0,828,13,524,0,STD
49,0,9,-1,1,9,0,0,0,0,0,9,0,0,0,0,0,0,0,122,96,165,0,STD
0,1,7,-1,3,11,4,0,0,1,2,9,0,0,0,0,0,0,32,270,46,260,0,STD
1,1,8,-1,4,10,1,0,0,0,2,9,0,0,0,0,0,0,11,220,394,810,0,STD
2,1,8,-1,3,9,1,0,0,0,2,9,0,0,0,0,0,0,1,154,148,246,0,STD
3,1,8,-1,3,10,3,0,0,1,2,9,0,0,0,0,0,0,21,364,910,1124,0,STD
4,1,8,-1,3,10,3,0,0,1,2,9,0,0,0,0,0,0,9,562,146,176,0,STD
5,1,8,-1,3,10,3,0,0,1,2,9,0,0,0,0,0,0,7,132,585,339,0,STD
6,1,8,-1,3,10,3,0,0,1,2,9,1,0,0,0,0,0,4,278,653,274,0,STD
7,2,8,-1,3,9,2,0,0,1,2,9,1,0,0,0,0,0,2,193,242,539,0,STD
8,1,8,-1,3,10,2,0,0,1,2,9,1,0,0,0,0,0,8,110,891,355,0,STD
9,1,8,-1,3,10,3,0,0,1,2,9,0,0,0,0,0,0,5,358,55,447,0,STD
10,1,8,-1,3,10,2,0,0,1,2,9,0,0,0,0,0,0,7,909,919,368,0,STD
11,0,8,-1,2,10,3,0,0,1,1,9,0,0,0,0,0,0,7,358,439,543,0,STD
12,0,8,-1,2,10,2,0,0,1,1,9,0,0,0,0,0,0,6,689,719,253,0,STD
13,0,8,-1,2,10,3,0,0,1,1,9,0,0,0,0,0,0,4,90,20,442,0,STD
14,0,9,-1,2,10,2,0,0,1,1,9,0,0,0,0,0,0,4,13,75,197,0,STD
15,0,8,-1,2,10,2,0,0,1,1,9,1,0,0,0,0,0,3,73,32,225,0,STD
16,0,9,-1,2,10,2,0,0,1,1,9,0,0,0,0,0,0,8,22,926,939,0,STD
17,0,8,-1,2,10,2,0,0,1,1,9,1,0,0,0,0,0,1,68,263,170,0,STD
18,0,8,-1,2,10,3,0,0,1,1,9,0,0,0,0,6,0,3,60,11,717,0,STD
19,0,9,-1,1,10,3,0,0,1,0,9,0,0,0,0,12,0,6,225,38,598,0,STD
20,0,8,-1,1,10,2,0,0,1,1,9,0,0,0,0,2,0,1,1054,235,324,0,STD
21,0,8,-1,1,10,2,0,0,1,0,9,1,0,0,0,2,0,4,893,16,144,0,STD
22,0,8,-1,2,11,2,0,0,1,0,9,0,0,0,0,6,0,1,124,14,488,0,STD
23,0,8,-1,1,10,2,0,0,1,0,9,0,0,0,0,8,0,6,556,14,611,0,STD
24,0,8,-1,1,10,3,0,0,1,0,9,0,0,0,0,8,0,7,32,8,311,0,STD
25,0,9,-1,1,10,3,0,0,1,0,9,0,0,0,0,4,0,3,96,269,440,0,STD
26,0,9,-1,1,10,3,0,0,1,0,9,0,0,0,0,8,0,4,661,12,653,0,STD
27,0,8,-1,1,10,3,0,0,1,0,9,0,0,0,0,2,0,4,786,889,565,0,STD
28,0,9,-1,1,10,2,0,0,1,0,9,0,0,0,0,6,0,3,708,401,785,0,STD
29,0,9,-1,1,10,2,0,0,1,0,9,0,0,0,0,0,0,3,923,214,688,0,STD
