,x_min,y_min,z_min,x_max,y_max,z_max,x_std,y_std,z_std,x_mean,y_mean,z_mean,x_slope,y_slope,z_slope,x_zc,y_zc,z_zc,x_mmd,y_mmd,z_mmd,label,label_subcategory
2,-12271,-8847,-23163,32472,31979,18179,13680,10609,7882,11275,9695,250,14,1,-6,55168,83589,153804,741951,245823,1226116,0,JOG
3,-13510,-5208,-20387,31951,31524,18819,12695,9133,6856,11847,9394,-42,-21,-17,13,45138,65199,118696,390509,749860,373201,0,JOG
4,-10101,-7823,-22849,31582,31468,18281,12673,9085,7251,12040,9001,-256,6,4,-3,45138,55168,123712,307107,713263,451587,0,JOG
0,-27561,-15156,-22901,22594,30308,31130,6089,6001,8191,-7150,6038,7734,-8,-11,12,26748,13374,15046,234462,231864,204536,1,FKL
1,-10446,2901,11865,-9885,3391,12196,101,104,67,-10130,3130,12026,0,0,0,0,0,0,80247,645309,436336,0,FKL
0,-4648,-13296,-32165,30043,22550,11106,5987,6399,6272,9012,6231,-7913,11,-11,-8,35107,10030,30092,282994,179160,159775,1,FOL
1,12333,2855,-10636,13123,3573,-10043,85,106,78,12625,3214,-10410,0,0,0,0,0,0,844252,309281,427977,0,FOL
0,-8979,2552,-12255,12427,31895,20137,3337,5884,4215,777,16511,195,-7,-3,1,78573,0,96963,178497,479030,144117,0,STU
1,-10975,3877,-11136,12914,31947,17423,3464,4513,3467,1260,16392,-659,7,3,-1,35107,0,36779,243583,92944,49249,0,STU
0,-912,-31463,-18600,17848,2550,7712,2670,5689,4376,5180,-14881,-1947,0,12,-7,3343,6687,85261,28710,41288,302069,0,STU
1,-477,-30767,-20912,19401,2451,5091,2778,4443,3330,3250,-15477,-805,-1,-21,12,3343,6687,46810,244888,377615,345368,0,STU
0,-9179,-5760,-21720,4922,20754,1179,2598,7605,7012,-2991,7314,-10460,-4,-14,-14,18389,20061,20061,126174,542307,689156,0,CSI
0,3449,15802,-682,4424,16322,846,170,68,178,3974,16085,98,0,0,0,0,0,101978,85266,81919,38481,0,STD
1,3224,15848,-236,5121,16339,695,266,81,179,4036,16072,209,0,0,0,0,0,56840,1533028,153805,207303,0,STD
2,3174,15853,-141,4599,16363,850,216,72,161,4007,16084,251,0,0,0,0,0,33435,1322383,55171,800785,0,STD
3,2993,15627,-416,4658,16420,1515,254,99,232,4075,16066,338,0,0,0,0,0,20061,1767078,15066,163846,0,STD
4,3685,15787,-229,4789,16331,851,154,70,129,4187,16039,327,0,0,0,0,0,10030,1349131,300921,28440,0,STD
5,3811,15768,-7,4637,16253,642,118,68,104,4216,16027,305,0,0,0,0,0,3343,81921,252440,962948,0,STD
6,3289,15686,-108,5178,16325,781,208,88,136,4207,16027,366,0,0,0,0,0,6687,45177,66874,509895,0,STD
7,3674,15616,-268,4864,16336,796,204,82,155,4241,16022,379,0,0,0,0,0,10030,790755,18403,40137,0,STD
8,3639,15803,17,4886,16208,671,174,68,107,4296,16006,401,0,0,0,0,0,0,213992,113682,421290,0,STD
9,3621,15620,-182,4731,16247,702,149,83,123,4288,16003,395,0,0,0,0,0,6687,143777,309280,50161,0,STD
10,3932,15742,38,4801,16223,623,118,64,91,4345,15997,385,0,0,0,0,0,0,31775,623576,876015,0,STD
11,4068,15755,25,4991,16168,718,159,66,93,4481,15954,371,0,0,0,0,0,0,764006,1506278,100309,0,STD
12,4007,15641,32,5397,16217,829,195,79,114,4705,15891,366,0,0,0,0,0,0,1190312,1200342,172195,0,STD
13,4248,15595,51,5482,16119,746,150,76,92,4842,15852,389,0,0,0,0,0,0,411261,277516,799113,0,STD
14,3306,15572,-746,5816,16383,943,342,133,273,4422,15985,247,0,0,0,0,0,61856,81955,18407,118708,0,STD
15,4180,15808,-393,4727,16229,388,97,57,104,4402,15997,8,0,0,0,0,0,158819,135415,315967,71891,0,STD
16,3806,15524,-349,4802,16256,330,113,62,95,4382,16004,-23,0,0,0,0,0,177209,41806,11725,73561,0,STD
17,4056,15791,-379,4808,16319,221,115,57,105,4383,15998,-50,0,0,0,0,0,130399,840908,16726,349403,0,STD
18,3925,15745,-814,4972,16210,427,148,66,186,4366,16013,-135,0,0,0,0,0,73558,817503,93621,458070,0,STD
19,4167,15780,-970,4973,16158,-1,126,60,159,4518,15971,-437,0,0,0,0,0,0,70219,325998,1004743,0,STD
20,3988,15796,-848,4994,16149,-17,145,54,121,4493,15976,-395,0,0,0,0,0,0,337702,135415,1153532,0,STD
21,4088,15762,-789,4952,16126,-99,112,52,101,4462,15985,-393,0,0,0,0,0,0,1636678,1088332,55173,0,STD
22,3988,15598,-697,4861,16178,-51,112,54,97,4448,15992,-394,0,0,0,0,0,0,1651724,11716,1942615,0,STD
23,4088,15805,-620,4734,16137,-35,99,49,102,4432,16000,-375,0,0,0,0,0,0,1074958,190583,1125111,0,STD
24,4259,15876,-581,4624,16129,-210,57,38,57,4405,16004,-403,0,0,0,0,0,0,362777,662027,1543058,0,STD
25,4197,15896,-571,4578,16135,-213,64,40,62,4369,16016,-395,0,0,0,0,0,0,834221,117025,1143501,0,STD
26,4132,15855,-613,4691,16152,-228,80,45,63,4381,16014,-405,0,0,0,0,0,0,46813,215660,63529,0,STD
27,4174,15869,-765,4668,16152,-96,80,44,99,4376,16016,-389,0,0,0,0,0,0,810816,431320,235722,0,STD
28,4123,15899,-525,4552,16161,-169,66,41,56,4352,16026,-348,0,0,0,0,0,0,75231,188911,30094,0,STD
29,4152,15851,-567,4604,16167,-152,68,41,67,4356,16027,-350,0,0,0,0,0,0,1176937,162163,1501263,0,STD
30,4225,15900,-639,4603,16164,-118,67,44,77,4378,16021,-381,0,0,0,0,0,0,777380,929512,1628319,0,STD
31,4110,15871,-568,4594,16164,-180,74,42,64,4370,16023,-364,0,0,0,0,0,0,50155,1902492,1263870,0,STD
32,4131,15844,-572,4653,16208,-88,76,44,71,4382,16021,-320,0,0,0,0,0,0,439679,911123,26752,0,STD
33,4030,15917,-491,4605,16213,-22,77,42,68,4284,16050,-263,0,0,0,0,0,0,36783,782395,43468,0,STD
34,4039,15918,-542,4579,16158,-18,77,42,76,4287,16048,-272,0,0,0,0,0,0,23411,568407,1171921,0,STD
35,3995,15821,-573,4726,16167,14,94,47,82,4292,16048,-271,0,0,0,0,0,3343,21745,168850,23412,0,STD
36,3947,15915,-427,4540,16348,58,80,51,79,4233,16063,-170,0,0,0,0,0,16717,1079973,1024804,989697,0,STD
37,4017,15918,-380,4548,16219,79,78,50,83,4251,16057,-179,0,0,0,0,0,16717,1705221,917810,473115,0,STD
38,3974,15866,-427,4512,16181,-37,69,46,69,4259,16061,-229,0,0,0,0,0,0,118698,1695190,1190311,0,STD
39,4055,15904,-456,4448,16196,101,68,43,71,4265,16059,-222,0,0,0,0,0,3343,105323,356090,707165,0,STD
40,3956,15849,-421,4491,16323,47,76,50,76,4239,16064,-220,0,0,0,0,0,3343,1036507,580109,65201,0,STD
41,3976,15693,-789,5182,16391,378,189,82,192,4391,16018,-315,0,0,0,0,0,13374,989697,26757,536644,0,STD
42,3206,15354,-327,5175,16777,1115,300,150,248,4535,15966,199,0,0,0,0,0,86932,1511295,10131,96974,0,STD
43,3918,15425,136,5778,16442,1147,313,129,154,4964,15826,620,1,0,0,0,0,0,1942615,1466156,1342444,0,STD
44,4825,15470,404,5938,15928,1046,141,65,109,5371,15684,681,0,0,0,0,0,0,1041523,1054896,93622,0,STD
45,4685,15484,357,5819,16020,987,145,69,90,5361,15693,660,0,0,0,0,0,0,25102,15055,55172,0,STD
46,5109,15520,402,5646,15929,910,88,61,79,5380,15685,661,0,0,0,0,0,0,703821,412931,389526,0,STD
47,5148,15518,484,5598,15846,873,71,53,65,5381,15678,686,0,0,0,0,0,0,919482,879359,1543058,0,STD
48,4804,15408,305,5952,15896,927,151,73,103,5463,15663,615,0,0,0,0,0,0,38468,13383,478131,0,STD
49,5015,15266,512,6045,16069,1212,155,98,128,5548,15622,748,0,0,0,0,0,0,33451,33445,1623304,0,STD
0,277,-8250,-7009,17156,19720,11174,4166,8126,4685,8474,8925,3894,-7,13,-8,0,6687,35107,847763,657606,585407,0,CSO
0,-19040,-10756,-27028,14658,31295,31027,3617,6768,9405,-3457,7644,9568,-3,-9,14,33435,13374,5015,152557,214801,63240,1,FKL
1,-4791,4423,14391,-3867,5059,15028,155,119,100,-4356,4698,14744,0,0,0,0,0,0,46819,416275,16729,0,FKL
0,-17563,-5197,-22516,4936,31490,9135,3413,7068,5045,-4219,15180,-4076,-1,0,0,36779,13374,66871,168685,71917,35795,0,STN
1,-4876,15548,-698,-3750,16279,471,160,106,195,-4296,15930,-295,0,0,0,0,0,30092,193930,255784,287549,0,STN
0,-11409,729,-24883,8945,14985,-1302,4724,3641,5148,-1267,8274,-12237,-9,-7,-11,5015,0,0,286599,513436,548852,0,SCH
0,-20122,-21031,-19618,32378,26574,19208,6875,6109,6609,11168,5711,-5057,10,-11,-10,10030,10030,8358,68159,124790,113821,1,SDL
1,13392,3059,-9173,14016,3646,-8829,85,84,68,13655,3320,-9027,0,0,0,0,0,0,685432,767349,1006415,0,SDL
0,-18136,-7942,-27624,10859,24187,2607,6847,7441,6735,-3256,6428,-9674,-8,-13,-13,8358,43466,21733,918268,35478,400698,0,CSI
0,6453,-6223,12762,7662,-5515,13684,151,126,121,7011,-5853,13232,0,0,0,0,0,0,85269,1414330,1894133,0,SLW
1,-18006,-31422,-14272,14415,-188,21028,5894,7134,6864,-2036,-14218,1465,-9,2,-8,58512,0,93620,40988,42229,622905,0,SLW
2,-14057,-31188,-9136,5691,-2663,15459,1806,2613,2384,-4416,-15405,-1770,0,-10,-4,13374,0,21733,41745,36898,82333,0,SLW
3,-18498,-29504,-15083,7369,-3277,17479,1947,2493,2690,-4531,-15366,-2252,1,-3,1,10030,0,16717,37210,62599,81974,0,SLW
4,-19196,-31247,-16278,15217,2228,26256,4865,8464,6515,-3570,-15368,-665,0,7,-4,96963,16717,98635,796513,377638,285715,0,SLW
5,-15919,-31314,-17576,13557,1545,26830,4608,8661,6672,-3698,-15445,-522,0,4,3,90276,16717,103650,1135525,377584,108171,0,SLW
6,-17798,-31271,-17693,13195,1972,25215,4643,8385,6405,-3226,-15694,-1058,-3,0,6,93620,10030,118696,108185,706276,786910,0,SLW
7,-16770,-30979,-15378,14284,1382,25919,4642,8508,6345,-2863,-15665,-1194,3,6,-1,96963,18389,113681,649395,1426400,277265,0,SLW
8,-16536,-31053,-14956,14453,908,25653,4712,8338,6534,-2699,-15831,-792,-8,-21,-6,93620,6687,98635,803055,662798,411595,0,SLW
9,-18216,-31296,-14780,13654,1250,26713,4461,8031,6204,-2615,-15455,-917,8,8,1,90276,3343,90276,116455,377557,623287,0,SLW
10,-15387,-31037,-14646,14487,844,26273,4670,8158,6585,-2588,-15733,-718,-3,6,6,96963,16717,85261,1170631,1444774,418280,0,SLW
11,-15570,-31356,-13730,17012,1469,26698,4631,8408,6215,-2784,-15674,-1060,7,-11,-5,96963,13374,91948,247903,1364572,287064,0,SLW
12,-15013,-31288,-13236,13119,520,25309,4303,7880,5900,-2597,-15400,-887,2,3,2,86932,6687,91948,254002,385824,424714,0,SLW
13,-18735,-31263,-13897,14996,2662,24724,4514,7810,5713,-2227,-15656,429,-6,2,0,115353,6687,127055,219934,701299,233916,0,SLW
14,-23196,-31930,-15566,9881,6631,26091,4666,8480,6108,-2176,-15877,714,0,6,-4,106994,16717,112009,47032,98167,52386,0,SLW
15,-16013,-32626,-18935,13808,-11,24684,4147,7673,5554,-2448,-16243,-573,-1,0,-2,100307,0,103650,1016883,1170704,650117,0,SLW
16,-15788,-31617,-19018,12473,-38,25730,4390,7780,6236,-2545,-16001,-730,5,-15,2,85261,0,95291,1152207,793055,463577,0,SLW
17,-17965,-32623,-17021,13530,9921,25366,5031,9526,6641,-2896,-15381,-921,-2,8,0,95291,23405,100307,459150,72344,410112,0,SLW
18,-21155,-32143,-15064,16008,3859,25533,4823,8521,6088,-2856,-15727,-1200,-10,-8,-3,117024,16717,108666,466239,614600,71217,0,SLW
19,-16578,-22731,-8412,6075,-8247,11302,2333,1432,2783,-3715,-15492,-1414,14,8,8,25076,0,25076,1643521,1780510,28127,0,SLW
20,-13240,-31845,-13636,18452,18223,22863,4147,7340,6042,3923,-4740,12010,2,8,7,56840,33435,20061,237842,620583,651348,0,SLW
21,5617,-2142,14635,6102,-1666,14974,69,68,53,5905,-1909,14793,0,0,0,0,0,0,917810,40125,682088,0,SLW
22,5047,-2780,13585,6749,-1463,15913,141,116,193,5900,-1923,14774,0,0,0,0,0,0,63550,58527,135434,0,SLW
23,-16771,-30636,-15377,13771,12320,19969,5730,6994,6445,-217,-12987,1761,-8,-11,-14,31763,10030,35107,70489,516698,471099,0,SLW
24,-4417,-15944,-3066,-3333,-15404,-2341,146,65,118,-3639,-15653,-2640,0,0,0,0,0,0,1857354,26754,583453,0,SLW
25,-4084,-15928,-3210,-3378,-15436,-2355,100,62,178,-3676,-15612,-2819,0,0,0,0,0,0,105324,31767,1173593,0,SLW
26,-3899,-15721,-3098,-3524,-15400,-2633,63,43,73,-3708,-15584,-2930,0,0,0,0,0,0,1788810,312624,1797169,0,SLW
27,-3953,-15718,-3202,-3539,-15436,-2691,55,43,67,-3736,-15564,-3014,0,0,0,0,0,0,907779,1039850,931184,0,SLW
28,-4318,-16087,-3119,-2360,-15294,-2245,221,87,149,-3710,-15610,-2773,0,0,0,0,0,0,53532,23418,1190311,0,SLW
29,-4112,-15767,-3151,-3443,-15388,-2427,108,60,108,-3733,-15602,-2779,0,0,0,0,0,0,404572,830877,909451,0,SLW
0,-5113,-10795,-5381,11297,20024,22108,2560,8812,7260,4543,3017,9948,1,-17,15,20061,8358,1671,513500,349094,450549,0,CSI
0,-22172,-31507,-1806,4149,16072,22072,3197,8655,5094,-8418,504,9597,-3,-16,9,3343,15046,6687,30318,312918,340211,1,BSC
1,-12107,-4607,11351,-7413,-2353,12525,405,194,116,-10174,-3848,11858,0,0,0,0,0,0,32108,35179,16759,0,BSC
0,-680,16220,-3440,-131,16454,-2499,102,35,188,-478,16323,-2795,0,0,0,0,0,0,645309,461412,864313,0,SLH
1,-16238,-2954,-18026,11515,31091,13375,3925,4721,4954,-1549,16268,-338,-13,10,0,66871,3343,73558,724415,37929,447469,0,SLH
2,-17431,-3196,-18753,11759,31845,18805,4677,6587,6242,-3045,16218,-296,13,-8,4,96963,20061,122040,1147216,759799,76697,0,SLH
3,-16152,-5181,-19515,11352,31868,18014,4352,7083,6583,-2211,16380,222,1,8,10,101978,13374,120368,1038543,41362,1742404,0,SLH
4,-16252,-3586,-19796,15113,31807,17461,4837,6880,6382,-1710,16357,142,0,-8,-9,106994,20061,130399,50928,716399,1144108,0,SLH
5,-15820,-31,-24510,9934,32208,17490,3214,7052,5461,-1478,16523,1971,-2,-4,-5,122040,3343,78573,174109,199887,56943,0,SLH
6,-13143,-2668,-14719,11031,32458,15711,3587,7161,4839,-1732,16304,1547,-1,5,6,110337,6687,101978,341900,507767,364051,0,SLH
7,-14756,-2869,-20263,13451,32144,16348,3771,6021,5547,-1434,16301,552,3,-7,0,106994,10030,93620,49046,1362955,73323,0,SLH
8,-18782,-15104,-24380,14790,32465,18850,4776,7433,6377,-1163,16133,447,-6,5,-4,108666,16717,108666,1312781,191568,383610,0,SLH
9,-18513,-3755,-20800,11212,32656,21862,4749,7830,6292,-1016,16394,185,4,-7,7,96963,10030,115353,41125,551221,780219,0,SLH
10,-13480,-13293,-23779,10775,31899,18214,4402,8091,6812,-969,16403,-13,-2,14,-12,113681,20061,122040,385275,726961,1349784,0,SLH
11,-16451,1011,-14210,9334,32657,9360,2883,3563,2832,-1735,16726,585,-8,-1,13,56840,0,51825,1787324,1792433,1842458,0,SLH
12,-16652,-7276,1009,11860,19960,16941,3315,4543,2653,2350,-1189,14538,16,-18,5,18389,15046,0,833037,437185,453333,0,SLH
13,-1620,-3842,13986,5651,-967,17178,674,261,207,2600,-2225,15618,-3,-1,0,5015,0,0,102237,73614,70287,0,SLH
14,-8837,-5453,-6068,11630,25642,23629,2276,7218,7561,-1472,12324,3229,0,17,-15,30092,5015,8358,26427,779672,445685,0,SLH
15,-1054,16219,-2404,-689,16482,-1909,64,38,94,-889,16374,-2208,0,0,0,0,0,0,1016445,1183624,504879,0,SLH
16,-1419,16049,-2685,-408,16567,-2054,143,54,121,-1004,16352,-2357,0,0,0,0,0,0,212319,33439,427977,0,SLH
17,-1211,16238,-2512,-755,16471,-1940,72,39,96,-1037,16351,-2300,0,0,0,0,0,0,1823918,685432,1330741,0,SLH
18,-1339,16219,-2627,-899,16440,-2035,87,37,113,-1113,16340,-2356,0,0,0,0,0,0,743944,356090,1160219,0,SLH
19,-1683,16127,-2818,-90,16886,-1832,231,70,184,-1130,16340,-2390,0,0,0,0,0,0,68561,1143501,655340,0,SLH
0,-26960,-9214,-5150,3579,31475,20896,4173,9780,7733,-2152,4254,9234,4,-16,15,21733,5015,28420,310784,398297,207272,0,CSI
0,-13610,-4795,-7850,16619,32659,19408,4552,12015,4372,-510,14049,2003,1,5,7,120368,36779,108666,1020237,230427,232311,0,JUM
1,-15580,-5635,-8003,22306,32659,20767,5280,12891,4018,647,13841,2463,0,-20,-1,123712,56840,113681,603034,1790891,605869,0,JUM
2,-11717,-5022,-7088,26321,32659,17514,4985,13070,4193,1444,14332,2914,-2,20,0,128727,50153,106994,44662,237063,230352,0,JUM
3,-12138,-4860,-6515,22446,32656,18248,4839,12738,4267,1359,13407,2774,5,3,0,108666,50153,103650,407713,1378062,445384,0,JUM
4,-10725,-6061,-6958,26995,32660,18323,5391,12807,4372,2162,14162,2575,-4,-19,2,100307,50153,103650,606360,72976,1048514,0,JUM
0,-2850,4604,-10013,11391,28250,19477,2347,4030,3944,3756,15557,3201,3,0,4,10030,0,38451,949681,78859,255816,0,STN
1,-1399,9738,-8088,12038,30397,20352,2211,3705,3810,3554,16547,1600,-3,-1,-8,13374,0,41794,409807,351682,207587,0,STN
0,-18737,-5086,-900,1979,17771,25600,2988,6444,5324,-6430,3670,11470,-5,-13,11,3343,40122,3343,276621,268460,280443,0,SCH
0,-9152,2094,512,2493,16531,16368,3799,5559,5176,-5075,7290,10706,-7,-11,11,5015,0,0,389700,1008190,434953,0,SCH
0,-2492,13963,-2353,4254,17957,6527,1300,638,1710,237,16343,603,3,0,0,41794,0,33435,911148,175582,197470,0,STD
1,-3707,14750,-2028,3060,18194,2893,852,430,897,-202,16452,298,-2,0,0,65199,0,50153,316039,575104,285917,0,STD
2,-1967,14708,-2030,1969,17806,3393,841,308,1223,86,16407,333,1,0,0,28420,0,36779,314320,21952,357803,0,STD
3,-2030,15007,-1228,2554,17303,2609,1158,317,1130,614,16354,959,-1,0,-1,10030,0,15046,872684,140448,667053,0,STD
4,-2556,15629,-2407,1194,17923,-20,721,262,549,-295,16453,-675,0,0,0,31763,0,0,327691,50206,892736,0,STD
5,-990,15655,-1504,95,18071,-79,225,288,240,-392,16468,-591,0,0,0,6687,0,0,673730,53551,1151861,0,STD
6,-1072,16318,-1293,-16,16633,-311,219,54,201,-482,16464,-761,0,0,0,0,0,0,1059912,237393,531628,0,STD
7,-1323,16123,-1305,183,16729,-5,298,69,258,-377,16471,-676,0,0,0,11702,0,0,359437,1263870,362779,0,STD
8,-1229,16190,-1134,445,16838,-245,294,89,200,-238,16474,-717,0,0,0,45138,0,0,46839,1797169,1797169,0,STD
9,-942,16190,-1339,598,16681,-208,282,65,223,-271,16472,-734,0,0,0,23405,0,0,1594884,51827,1494576,0,STD
10,-1419,15983,-1311,670,17253,1022,518,108,347,-241,16471,-724,0,0,0,18389,0,3343,631938,26778,621908,0,STD
11,-1721,15948,-1578,302,16693,-226,468,91,301,-547,16452,-882,0,0,0,8358,0,0,1581510,362778,309283,0,STD
12,-1063,15596,-1887,463,17152,70,283,128,315,-418,16477,-515,0,0,0,6687,0,3343,292566,26793,1191984,0,STD
13,-1166,15995,-1981,941,16906,11,294,120,322,-439,16474,-655,0,0,0,10030,0,3343,524944,26764,1143503,0,STD
14,-1769,15979,-873,126,17128,814,260,137,360,-681,16465,-77,0,0,0,3343,0,31763,1467829,120374,1220404,0,STD
15,-1195,16037,-2286,1856,17036,781,473,100,444,-308,16478,-391,0,0,0,23405,0,26748,944563,16747,957938,0,STD
16,-1403,15890,-847,-9,17540,968,320,162,369,-506,16464,-12,0,0,0,0,0,41794,727228,105335,361110,0,STD
17,-1278,15309,-770,318,17827,984,271,315,318,-419,16475,121,0,0,0,26748,0,36779,295910,707169,673731,0,STD
18,-1573,15661,-1433,240,17160,331,291,238,318,-374,16464,-613,0,0,0,20061,0,21733,732244,168857,371140,0,STD
19,-2997,15938,-2490,-116,17012,-155,688,136,439,-857,16444,-887,-1,0,-1,0,0,0,1103382,464757,197284,0,STD
20,-2585,15391,-2527,1308,17416,2986,933,239,1512,-530,16411,-273,1,0,0,30092,0,16717,1272234,45183,391236,0,STD
21,-2343,16075,-1853,845,17020,957,704,137,723,-656,16447,-342,0,0,1,10030,0,53497,453065,15075,362788,0,STD
22,-1900,14751,-453,525,18014,4437,488,439,1677,-647,16237,1855,0,0,0,13374,0,23405,494854,1155208,1258864,0,STD
23,-2492,15961,-1886,680,17105,1003,922,130,450,-951,16432,-1227,-1,0,-1,10030,0,1671,262489,53509,1757049,0,STD
24,-3499,13760,-2109,1371,17504,5109,834,468,1962,-919,16314,3,0,0,0,20061,0,3343,316005,125439,1171944,0,STD
25,-3020,14559,-2028,1182,17943,387,677,206,580,-884,16445,-569,1,0,1,16717,0,30092,496538,13795,1036509,0,STD
26,-1389,16034,-639,157,17097,877,285,144,287,-470,16468,-9,0,0,0,6687,0,55168,381170,855954,406246,0,STD
27,-1432,15968,-942,57,17347,732,233,170,280,-804,16464,12,0,0,0,3343,0,61856,1422690,1407644,217338,0,STD
28,-1582,16104,-412,-291,17014,790,218,129,246,-814,16452,202,0,0,0,0,0,36779,178885,687104,857626,0,STD
29,-2418,15435,-365,-256,17716,2768,400,180,560,-832,16433,343,0,0,0,0,0,43466,1307338,40187,513247,0,STD
30,-1977,15636,-1102,775,17619,1948,516,251,740,-733,16443,268,1,0,-1,18389,0,31763,692124,322660,1232109,0,STD
31,-1632,15639,-1482,734,16839,557,472,136,371,-438,16479,-345,-1,0,0,35107,0,38451,304274,36798,809146,0,STD
32,-1633,15756,-510,-114,17281,1655,363,167,443,-819,16448,262,0,0,0,0,0,36779,802458,240741,1395942,0,STD
33,-1229,16111,-1343,67,17174,456,263,111,299,-546,16470,-234,0,0,-1,6687,0,51825,732243,90282,232385,0,STD
34,-2487,14514,-1786,1750,17691,5334,719,456,2191,-789,16106,2351,0,0,4,23405,0,1671,700491,43582,824221,0,STD
35,-1816,15407,-2238,-164,17322,4474,358,302,2454,-1060,16132,1934,0,0,-4,0,0,1671,28468,678747,844278,0,STD
36,-1886,14785,-2028,985,17464,4061,463,270,1155,-1002,16403,-976,0,0,4,10030,0,1671,183918,1360836,1295648,0,STD
37,-1525,15054,-2040,1422,17432,4793,605,361,2152,55,16326,580,0,0,-4,35107,0,8358,279203,665374,1208720,0,STD
38,-2988,16029,-1813,240,16981,315,907,153,355,-798,16441,-519,-1,0,0,25076,0,16717,1909182,797442,347737,0,STD
39,-3327,14526,-2009,1886,18669,5164,1027,455,2296,-1028,16213,1136,1,0,0,13374,0,6687,225751,269189,568452,0,STD
40,-2431,15447,-1898,1358,17152,1963,980,216,880,-827,16428,-691,0,0,0,23405,0,13374,575106,26802,1748692,0,STD
41,-832,15933,-2460,921,17343,544,340,162,691,-187,16483,-466,0,0,1,23405,0,16717,432996,28455,1892463,0,STD
42,-1280,15408,-567,281,17708,1436,305,285,455,-475,16471,336,0,0,0,30092,0,26748,255787,65240,1390927,0,STD
43,-1435,15419,-621,684,17718,2427,402,307,625,-390,16458,522,0,0,0,33435,0,11702,962950,36851,344401,0,STD
44,-607,16287,74,-18,16602,574,121,48,78,-318,16474,306,0,0,0,0,0,0,1571478,48482,130400,0,STD
45,-3199,12971,-2026,330,17761,463,781,325,620,-1317,16408,-853,-1,0,-1,10030,0,11702,954596,17390,650329,0,STD
46,-2276,15456,-2463,694,16838,4192,632,215,2038,-916,16327,239,0,0,0,23405,0,3343,93667,1120097,1492919,0,STD
47,-2415,14918,-1902,1293,17625,1136,870,250,781,-504,16457,-303,0,0,1,23405,0,30092,907787,26885,638629,0,STD
48,-1434,14892,-681,565,17278,4783,287,270,1428,-374,16414,422,0,-1,4,26748,0,25076,314302,458075,357803,0,STD
49,-3450,14593,1733,-1044,16820,5472,429,374,909,-2267,15805,3736,0,0,0,0,0,0,259137,354425,282556,0,STD
0,-21804,-15874,-32423,9020,25906,10281,3525,7102,7935,-6509,6592,-9908,-4,-11,-11,13374,13374,25076,69111,45649,99867,1,FOL
1,-8876,2259,-14544,-7493,2817,-13839,146,82,112,-8123,2537,-14191,0,0,0,0,0,0,30123,23411,130401,0,FOL
0,-12235,784,-27464,11008,31704,28382,3048,6785,6377,-1109,15888,3427,2,0,1,91948,0,73558,637374,370756,899484,0,STN
1,-9159,6928,-18369,2587,31316,23763,1627,2991,3844,-1009,16433,-396,-2,0,-7,21733,0,18389,94354,45533,45970,0,STN
0,-9080,-3177,-5745,27133,32659,16383,7041,12677,4343,4953,12407,2216,8,13,5,80245,63527,101978,80493,472803,301733,0,JUM
1,-7313,-4110,-6815,27345,32660,16833,7249,13506,4623,5068,11364,2049,0,0,-1,90276,73558,113681,1012024,1060549,1142074,0,JUM
2,-7056,-4356,-5451,26492,32659,17114,7396,13423,4903,4993,11218,2488,-1,0,2,90276,73558,110337,470968,99119,1145395,0,JUM
3,-5261,-4072,-5594,26582,32723,17790,6986,13457,5298,4863,11166,2696,6,0,3,86932,76902,100307,1018615,88279,786087,0,JUM
4,-5754,-3675,-7856,26851,32660,17550,7290,13682,5366,4863,11079,2549,-19,-29,-8,71886,75230,101978,292712,873428,1056874,0,JUM
0,-1884,-29588,-10365,6587,-9011,8379,805,1382,1394,3092,-15962,590,-1,5,-6,6687,0,11702,34492,76382,25116,0,SBE
1,-8289,-32135,-20998,12270,-874,12842,4609,6578,5984,2469,-15910,-1542,-1,5,7,58512,0,108666,57312,111467,1336185,0,SBE
2,-7325,-31948,-25174,11559,-1190,12127,4633,7487,6775,2736,-15560,-1080,5,-22,-20,75230,0,115353,269819,419076,1058897,0,SBE
3,-8298,-31900,-27062,12672,265,13769,4933,7736,7116,2415,-15810,-837,-3,10,25,70215,3343,101978,983233,37909,102137,0,SBE
4,-26335,-32644,-23996,20428,16784,23862,7417,13023,8928,849,-13397,-1609,0,5,-8,101978,50153,128727,47827,630531,252010,0,SBE
5,-28792,-32643,-23419,20148,16823,23450,7501,14137,8995,591,-13793,-1480,4,-13,-3,117024,70215,140430,49958,349577,60624,0,SBE
6,-16646,-32644,-28428,31254,15210,26189,8452,13406,9081,1875,-13961,-1576,1,6,6,100307,53497,145445,802216,237254,1300125,0,SBE
7,-17165,-32644,-26272,22200,13974,24114,7671,13825,9259,1757,-14039,-2649,6,-5,-10,113681,60184,128727,179897,238647,1176344,0,SBE
8,-22149,-32642,-28718,23963,16682,24845,6559,11118,8284,1689,-14666,-1259,-11,15,7,100307,30092,125383,243472,69162,502725,0,SBE
9,-10090,-32643,-28585,16728,4073,14050,4446,8408,6224,2205,-15507,-1107,-5,14,-4,75230,18389,91948,761135,89769,290690,0,SBE
10,-19073,-32642,-29265,14217,5032,14869,5268,14020,7045,-634,-10051,-2770,-3,-29,-15,83589,41794,103650,38032,1309550,46116,0,SBE
11,-25276,-32642,-28562,20351,5164,20279,5580,13696,7562,-442,-9706,-2268,5,29,22,101978,38451,98635,491953,403005,492262,0,SBE
